URLLength,Domain,DomainLength,IsDomainIP,TLD,TLDLength,NoOfSubDomain,HasObfuscation,NoOfLettersInURL,NoOfDegitsInURL,NoOfEqualsInURL,NoOfQMarkInURL,NoOfAmpersandInURL,NoOfOtherSpecialCharsInURL,IsHTTPS,LineOfCode,LargestLineLength,HasTitle,URLTitleMatchScore,IsResponsive,HasDescription,NoOfPopup,NoOfiFrame,HasExternalFormSubmit,HasSocialNet,HasHiddenFields,Bank,Pay,Crypto,label
30,4rgk7e.com,20,0,,2,0,0,0,8,0,0,0,5,1,4385,23,1,21,1,1,3,7,0,0,0,1,0,0,1
41,fcj253siph6.xyz,21,0,,3,0,0,44,0,0,0,0,1,1,1555,95106,1,94,1,0,1,5,0,1,0,0,1,0,1
14,nqbgdr7o.xyz,32,0,,2,1,0,38,8,0,0,0,1,0,2,113878,1,18,0,1,0,4,0,1,0,0,0,0,0
25,6nyii.xyz,21,0,,2,2,0,0,7,0,0,0,1,1,4604,256279,1,57,1,0,0,0,0,1,1,0,0,0,1
31,sz9os64f3.biz,30,0,,2,1,0,5,0,0,0,0,6,1,3532,28154,0,100,0,1,0,3,0,0,1,0,0,1,0
23,nxwr4td.xyz,41,0,,2,1,0,44,11,0,0,0,2,1,2849,214441,1,66,0,0,1,0,0,1,0,0,0,0,0
27,ppr3o0cq.info,15,0,,2,0,0,0,6,0,0,0,5,1,5465,35978,1,17,1,0,0,0,0,0,0,0,0,0,1
58,ablyok6.xyz,27,0,,2,1,0,14,0,0,0,0,3,0,4786,224100,1,19,1,0,0,8,0,0,0,0,0,0,1
14,34kg8k3.org,10,0,,4,1,0,41,6,2,0,0,6,1,3646,109464,1,51,1,1,0,2,0,0,0,0,0,0,1
109,5ppe2.com,9,0,,2,1,0,61,0,1,0,0,3,1,557,100916,0,86,1,1,1,6,0,1,1,0,1,0,0
58,gxk7k.net,41,0,,3,1,0,38,5,0,0,0,1,1,2,255257,1,30,0,0,2,4,0,1,0,0,0,0,1
34,qz0l5kylvl.info,14,0,,2,2,0,75,0,0,0,0,1,1,1039,23,1,25,1,1,0,0,0,0,0,0,1,0,0
28,si6yxn1qbcsmhl.biz,14,0,,3,1,0,0,3,0,0,0,1,0,2218,23,1,38,0,1,0,0,0,1,1,0,1,0,1
32,108t60.xyz,24,0,,2,2,0,33,0,0,0,0,2,0,2,6078,1,38,1,1,3,3,0,1,1,0,0,0,1
14,twdmnjeq.xyz,15,0,,2,1,0,17,0,0,0,0,1,1,1369,23,1,41,1,1,0,5,0,1,1,0,0,0,0
31,5cwstm.org,20,0,,2,1,0,19,3,0,0,0,2,1,2139,67885,1,85,1,0,0,2,0,0,0,1,1,0,0
44,hj78mh.info,26,0,,2,1,0,34,9,0,0,0,2,1,1991,217541,1,28,1,0,0,9,0,0,1,1,0,0,1
54,ntj9l44h0y.net,26,0,,2,1,0,15,0,0,0,0,5,1,2,23,1,77,1,0,0,5,0,0,0,0,0,0,1
54,ocl111hmujspf87.xyz,42,0,,3,1,0,8,0,0,0,0,3,1,5881,150939,1,3,1,1,2,10,0,1,0,1,0,0,1
25,ql8kkvyipcr.biz,28,0,,2,1,0,0,2,0,0,0,1,1,485,142576,1,35,0,1,0,0,0,1,1,0,0,0,1
14,xveizz.biz,22,0,,2,0,0,0,1,0,0,0,1,1,3403,196596,1,0,1,1,0,2,0,0,1,0,0,0,0
14,rsru5ddbrawv.net,24,0,,2,1,0,0,4,0,0,0,1,0,3799,26608,1,78,1,1,0,0,0,1,0,0,1,0,0
89,yre926.biz,29,0,,2,0,0,3,21,0,0,0,1,0,2465,23,0,7,1,0,2,0,0,0,1,0,0,0,1
65,m1k4cv2rhs3yu.info,28,0,,2,1,0,32,4,0,0,0,2,1,4246,78046,1,0,1,0,0,11,1,0,0,0,1,0,1
47,d45rz3rjrfrae0.org,17,0,,3,1,0,24,0,0,0,0,4,0,1070,261357,0,100,1,0,0,0,0,1,1,0,0,0,1
14,356pku8pk.com,22,0,,3,1,0,0,0,0,0,0,4,1,2,23,1,65,1,0,0,2,0,0,1,0,0,0,0
35,608k68eu44bhh4.org,16,0,,2,1,0,0,0,0,0,0,3,1,2,15422,0,95,0,1,3,0,0,1,0,0,0,0,1
14,f7xaxvq0j1g2nrq.info,8,0,,3,1,0,47,2,0,0,0,1,0,2,150749,1,23,1,1,0,0,0,1,1,0,0,0,1
16,z83xaxbg00jgak4.com,26,0,,3,1,0,3,4,0,0,0,1,0,8725,165653,1,15,1,1,0,8,0,1,0,0,0,0,0
26,q8kkudqlp41v4z.net,15,0,,2,1,0,20,4,0,0,1,1,1,1058,10403,1,34,0,0,0,0,0,0,1,0,0,0,0
22,bwj0vq2.xyz,12,0,,3,1,0,6,0,0,0,0,2,0,2,23,0,68,1,1,0,4,0,1,0,0,1,0,1
67,kdrgh01i8287634.xyz,28,0,,2,1,0,20,0,0,0,0,1,1,2,69013,1,2,0,1,2,0,0,1,1,0,0,0,0
14,a8nxwa.com,21,0,,3,0,0,54,8,0,0,0,1,1,1911,23,1,67,1,0,1,0,0,1,1,0,0,0,1
14,9lnsaxwwm30bm.com,31,0,,2,1,0,27,0,0,0,0,1,0,2,125216,1,44,1,0,0,2,0,1,1,0,0,0,0
14,izw1f7irbfb0sl.biz,14,0,,3,1,0,61,0,0,0,0,1,1,6423,125597,1,55,1,0,4,0,0,0,0,0,0,0,0
14,sw7d76bitp4o2.xyz,28,0,,2,1,0,23,6,0,0,0,2,1,2,23,1,48,1,1,0,4,0,1,1,0,0,0,1
39,dlxn1bqp.org,15,0,,4,1,0,43,0,0,0,0,5,1,728,23,1,68,0,0,3,3,0,0,1,0,1,0,1
14,xczf6.xyz,41,0,,3,0,0,17,0,0,0,0,7,0,2,176874,1,25,1,1,3,0,0,0,0,0,0,0,0
60,19c5o9feuo0.net,11,0,,3,0,0,0,8,0,0,0,1,1,2,201656,1,3,1,1,0,8,0,1,1,1,1,0,1
26,x9so8cjyhzg.biz,19,0,,2,0,0,0,7,0,0,0,1,1,2,379403,1,48,1,1,0,5,0,0,0,0,0,0,1
37,zrf74zoksbpk5y6.com,15,0,,2,2,0,0,0,0,0,0,1,1,2157,23,1,41,1,0,0,0,0,0,0,0,0,0,0
45,2vu30rv66iib.com,13,0,,2,0,0,65,0,0,0,0,1,0,2,427809,1,77,1,0,2,7,0,0,0,0,0,0,0
20,rvq5hv29ilhqq.net,22,0,,2,1,0,5,0,1,0,0,1,0,2,23,1,63,0,1,0,0,0,0,0,0,0,0,1
69,9s61bz2r.xyz,30,0,,4,0,0,11,9,0,0,0,5,0,6761,23,0,100,0,0,1,3,0,0,1,0,0,0,0
28,dyv2u4we998mu3.biz,19,0,,2,0,0,0,1,1,0,0,2,1,6038,199202,1,64,0,0,1,9,0,0,0,1,0,0,1
55,x3k7pa9jwoa40.biz,13,0,,2,0,0,30,4,0,0,0,3,1,2109,23,1,82,1,0,0,0,0,0,0,1,0,0,1
28,0qd4l6.biz,23,0,,2,1,0,21,0,0,0,0,2,1,3394,62130,0,100,1,0,0,1,0,0,0,0,1,0,1
44,b4l3kcj.biz,41,0,,3,1,0,38,13,0,0,0,4,0,4290,23,1,65,1,1,0,0,0,0,1,0,0,0,1
44,t6vcfu690.com,24,0,,2,2,0,51,12,0,0,0,3,1,2,290391,1,96,1,1,0,0,0,0,0,1,0,0,1
43,olmfcedwr0y47.com,26,0,,2,1,0,66,3,0,0,0,1,1,2,257480,1,38,0,0,0,0,0,0,0,1,0,0,1
14,85n873eyjus7zb.xyz,23,0,,2,0,0,20,0,0,0,0,5,1,2477,23,0,22,1,0,0,8,0,1,1,0,0,0,0
49,x6mhoz8oxc7.xyz,14,0,,2,0,0,62,0,0,0,0,4,0,2,117315,1,94,1,1,0,0,0,1,1,0,0,0,1
24,d2bkw.net,14,0,,2,1,0,73,11,1,0,0,1,1,2,384050,1,43,1,1,5,6,0,0,1,0,1,0,0
56,6gsibojfm80v2tn.org,28,0,,2,1,0,35,6,1,0,0,3,1,2,23,1,36,1,1,1,1,0,1,0,0,0,0,0
14,vt2j36k.org,23,0,,2,1,0,21,2,0,0,0,7,0,2,23,1,59,0,1,0,7,0,0,0,0,1,0,1
14,iz9hafsucjd.info,22,0,,3,1,0,30,5,0,0,0,4,0,2,23,1,100,0,0,0,0,0,0,0,0,0,0,0
47,7orfp0.com,23,0,,2,0,0,76,0,0,0,0,5,1,4210,84194,1,36,1,1,0,6,0,0,0,1,0,1,1
97,ywv4lti1btm274.com,22,0,,3,0,0,38,1,0,0,0,4,1,2,23,1,55,1,1,0,0,0,0,1,0,0,0,0
63,gvp116zj20.com,33,0,,3,0,0,53,0,0,0,0,6,0,4824,23,1,92,0,0,2,9,0,0,1,0,1,0,0
14,r1rpus.org,24,0,,2,0,0,39,4,0,0,0,1,1,2,23,1,100,1,1,0,0,0,1,0,0,1,0,1
14,46jc57cfugda.com,18,0,,3,1,0,0,5,0,0,0,4,1,2,23,0,13,1,0,0,0,0,1,1,0,0,0,0
60,6dxon3o5e.net,8,0,,2,0,0,35,0,1,0,0,4,1,2,23,1,90,1,1,0,0,0,1,0,0,0,0,1
32,wquriw5zsnwqtc9.com,27,0,,2,0,0,46,0,0,0,0,2,0,1767,23,1,100,1,1,4,0,0,0,1,0,0,0,0
54,1c8ziutduwqvm.com,4,0,,2,0,0,15,1,0,0,0,4,0,1567,126979,1,19,1,1,0,0,0,1,0,0,0,1,1
38,p0ni0q4o4.com,19,0,,2,0,0,42,12,1,0,0,1,0,947,357723,1,100,1,1,0,4,0,0,0,0,0,0,0
36,zxhlpg3cpxhv9d.info,24,0,,3,1,0,59,12,0,0,0,1,1,2698,23,1,76,1,0,0,0,0,0,0,0,0,0,0
134,fnhg7ado8ibpxi.net,23,0,,2,1,0,0,0,0,0,0,4,1,2,340369,1,97,1,0,0,3,0,0,1,0,0,0,1
34,c8d58hrlskx9.biz,4,0,,2,1,0,17,13,0,0,0,3,1,2,23,1,46,0,0,0,6,0,0,1,0,1,0,0
29,hmah4zh.net,33,0,,2,1,0,55,0,0,0,0,1,1,930,23,1,81,1,1,2,0,0,0,0,0,1,0,1
30,euj8ut6jp8ijejd.biz,19,0,,3,1,0,51,0,0,0,0,1,1,1334,23,1,93,1,0,0,6,0,0,0,0,0,0,1
15,okvw26q5.biz,16,0,,3,0,0,40,0,0,0,0,1,1,2,100303,1,98,1,0,0,0,0,0,0,0,0,0,1
68,j6v84vs39j2hn2.info,19,0,,2,0,0,0,3,0,0,0,3,0,640,23,1,47,0,1,0,1,0,1,1,0,1,0,1
23,9u137qjqps.net,18,0,,4,1,0,42,0,0,0,0,2,1,2,23,1,43,1,1,1,2,1,1,0,0,0,0,1
56,hyn5j4jwr5l.biz,30,0,,2,1,0,0,13,0,0,0,1,1,2,113259,1,56,1,1,0,0,0,0,0,0,0,0,1
44,qz1tjc1yu1cu.biz,17,0,,2,0,0,0,7,0,0,0,1,1,4702,126153,0,100,0,1,0,3,0,1,1,0,0,0,0
76,whmtv5ukzs88l.biz,16,0,,2,1,0,29,7,0,0,0,3,1,2714,363204,1,0,1,0,0,0,0,0,1,0,0,0,1
49,vpb8elg9op0i.info,25,0,,2,0,0,14,3,0,0,0,5,1,2168,23,1,28,1,1,0,0,0,1,1,0,0,0,1
14,wglljka.org,11,0,,3,0,0,55,5,0,0,0,1,1,2,196542,1,96,1,1,2,0,1,0,1,0,0,0,0
14,9cubaui2.org,20,0,,2,1,0,0,6,0,0,0,1,0,6610,271161,1,100,1,0,0,2,0,0,1,0,0,0,0
82,88ai1hjjzzts.info,37,0,,2,0,0,31,0,0,0,0,5,1,2478,23,1,0,1,1,0,0,0,1,0,0,0,0,0
14,7wtua177iar0bb.org,6,0,,2,0,0,8,2,0,0,1,1,1,3406,23,1,65,1,0,0,0,0,0,0,0,0,0,1
14,l4wfh3u3.biz,4,0,,2,0,0,24,3,0,0,0,3,1,14,23,1,37,0,1,0,4,0,1,0,0,0,0,1
14,labu9j.com,11,0,,2,2,0,13,4,1,0,0,1,1,373,129862,1,0,1,1,0,0,0,0,0,0,1,0,1
77,o3isou6c7d.biz,23,0,,2,1,0,73,1,0,0,0,7,1,2147,9461,1,100,1,0,0,3,0,0,0,0,0,0,0
14,ow0ha0u3nva.com,4,0,,3,0,0,0,0,0,0,0,1,1,2,96344,1,0,0,0,0,6,0,0,1,0,0,0,1
14,u6kkuv26amc.xyz,28,0,,2,1,0,58,5,0,0,0,5,0,4547,103193,0,98,0,1,0,3,0,0,1,0,1,0,1
14,hxt9eyzfrqel.biz,21,0,,3,0,0,17,0,0,0,0,1,1,2,260077,1,37,1,1,2,0,0,1,0,0,0,0,1
14,phae7zguk7kc9.biz,36,0,,3,0,0,71,4,0,0,0,3,1,1600,107258,1,24,1,0,0,2,0,1,0,0,0,0,0
14,3pc198qcrlohptu.com,15,0,,3,0,0,0,0,0,0,0,2,1,109,23,1,94,1,1,0,3,1,1,0,0,0,0,1
14,zz6517a.biz,17,0,,2,1,0,29,0,0,0,0,4,1,60,23,1,61,0,0,0,5,0,1,0,0,0,0,1
19,orivfgm4ule.xyz,33,0,,3,1,0,23,8,0,0,0,1,0,2,23,1,100,1,0,0,0,0,1,1,0,0,0,1
23,gmgnxdij3f.net,5,0,,2,0,0,32,1,0,0,0,6,1,735,23,1,13,0,1,0,2,0,1,0,0,0,0,1
14,q92hry.net,20,0,,2,0,0,6,15,0,0,0,10,0,2,23,1,18,0,0,0,2,0,1,1,0,1,0,1
14,6zpa50c.xyz,4,0,,2,1,0,0,1,0,0,0,2,1,1804,39563,1,96,1,1,0,6,0,0,0,0,0,0,0
77,4hb9s3c64j20.net,23,0,,2,1,0,34,0,0,0,0,1,0,2,23,1,100,1,0,0,8,0,0,1,0,0,0,0
14,j3al93foryvmj.org,12,0,,2,1,0,5,0,0,0,0,1,1,2,23,1,94,1,0,5,2,0,0,0,0,0,1,0
44,tttuywqsz3oah.biz,27,0,,2,1,0,8,0,0,0,0,8,1,148,149652,1,35,1,1,2,7,0,0,0,0,0,0,0
14,ze045eb8v4y9dj5.org,21,0,,2,1,0,0,0,0,0,0,1,1,505,138621,0,0,1,1,2,2,0,0,0,0,0,0,0
57,2qnznpgr7ktfa6.net,26,0,,2,1,0,19,6,0,0,0,1,1,1588,88561,1,59,1,0,0,1,0,0,1,0,0,0,0
67,fg8mu.org,29,0,,3,1,0,22,1,0,0,0,1,1,3799,124206,1,45,1,1,5,5,0,0,1,0,1,0,1
14,yw8re.org,29,0,,2,0,0,29,0,0,0,0,4,0,2116,23,1,0,0,0,0,0,0,0,0,0,0,0,0
14,v65lmf98n6sqw.xyz,27,0,,3,1,0,0,1,1,0,0,1,0,5565,264962,1,6,0,0,1,0,0,0,1,0,0,0,1
58,mvcang1azphcjlv.net,25,0,,3,0,0,25,8,0,0,0,2,0,2,101200,1,78,0,0,0,5,0,0,0,0,1,0,0
98,fqt8pm851hmj3.net,21,0,,2,1,0,51,3,0,0,0,1,1,2,23,1,42,0,1,0,10,0,0,0,0,0,0,0
49,hgbzobx4b1e.info,32,0,,2,2,0,80,0,0,0,0,3,1,3718,23,0,62,0,1,0,0,0,0,0,0,1,0,0
40,lau2hm.xyz,28,0,,2,1,0,56,0,0,0,0,3,1,533,23,1,71,0,0,0,1,0,1,1,0,1,0,0
62,n2rcu.com,14,0,,2,1,0,11,0,0,0,0,1,1,2,60716,1,0,1,0,0,0,0,0,0,0,1,0,1
60,4gl5redm820fi.xyz,20,0,,2,0,0,6,10,0,0,0,1,0,2,7930,0,2,1,0,1,5,0,1,1,0,0,0,0
14,e3lwx1pntnn1j9.com,11,0,,2,1,0,25,2,0,0,0,2,0,1972,23,1,100,0,0,0,0,0,0,0,0,0,0,1
14,ld49iiu1snx79z.biz,22,0,,3,1,0,0,15,0,0,0,1,1,4625,23,1,100,0,1,0,3,0,0,0,0,0,0,0
55,ywr44c.com,6,0,,2,1,0,0,0,0,0,0,7,1,2936,120948,1,96,0,0,0,3,0,0,0,0,0,0,1
30,z7mxqpkfy8.com,21,0,,2,0,0,0,6,0,0,0,1,0,6376,213589,0,0,1,0,0,0,0,0,0,1,0,0,0
79,h5nazyj4u.xyz,36,0,,2,0,0,17,5,0,0,0,2,0,2267,23,1,100,1,0,0,0,0,0,0,0,0,0,1
14,ov2vvfhgp6.org,32,0,,2,1,0,62,5,0,0,0,4,1,3911,23,1,73,0,1,0,6,0,1,0,0,0,0,1
60,ujq2vqcbb.xyz,20,0,,2,0,0,59,0,0,0,0,5,1,2,23,1,100,0,0,0,5,0,0,0,1,1,0,0
46,j8s2fhe86jk.xyz,18,0,,3,0,0,21,0,0,0,0,1,1,3370,20019,0,20,0,1,3,0,0,0,0,0,1,0,1
30,g4y1rgtosvydcn.info,20,0,,2,1,0,58,15,0,0,0,1,1,2,23,1,100,1,1,4,0,0,0,1,0,0,0,1
74,797g7dwcmy.biz,15,0,,2,0,0,2,0,0,0,0,6,1,2,21757,1,50,0,0,3,0,0,1,1,0,0,0,1
58,2gq083gaknf.net,27,0,,2,1,0,0,0,0,0,0,8,1,200,78665,1,80,0,0,1,0,0,0,0,0,0,0,0
14,cco3i9qhqx9jnzf.org,14,0,,2,0,0,20,0,0,0,0,8,1,3530,221004,1,85,0,0,3,0,0,1,1,0,0,0,1
56,ia9zcx.com,23,0,,3,1,0,0,0,0,0,0,3,1,2,308338,1,62,1,0,1,0,0,1,0,0,0,0,0
81,vo3tr9evfoca.com,18,0,,3,0,0,79,2,0,0,0,1,1,1095,92962,1,19,1,1,0,0,0,1,1,0,0,0,1
30,7uguzr8gf.xyz,32,0,,3,0,0,62,0,0,0,0,1,1,3220,572950,0,76,1,0,1,10,0,0,0,0,0,0,0
26,rkzdp.org,20,0,,2,2,0,16,0,0,0,0,1,1,396,303431,1,61,0,0,0,0,0,0,0,0,0,0,0
14,e7x65mv6iz.biz,4,0,,2,1,0,0,4,1,0,0,1,0,2376,43792,1,71,1,1,0,1,0,0,0,0,0,1,0
34,teejzg.xyz,11,0,,2,0,0,41,0,1,0,1,3,1,534,188778,1,11,1,1,0,1,0,0,0,0,0,0,1
58,53rmjp04f.biz,23,0,,3,1,0,22,0,0,0,0,5,0,2,183076,1,61,1,0,0,0,0,0,0,0,1,0,0
14,0u69h.com,32,0,,4,1,0,34,0,0,0,0,3,1,1096,23,0,0,1,1,0,0,0,0,1,0,0,0,1
14,v6yu0a.net,30,0,,3,1,0,30,0,0,0,0,6,1,2,23,1,100,1,0,2,2,0,1,1,0,0,0,1
22,dfc55si.xyz,26,0,,2,1,0,30,17,0,0,0,1,0,755,5951,1,50,1,0,0,3,0,0,1,0,0,0,1
14,9w1k3.org,9,0,,2,0,0,41,7,0,0,0,7,1,2375,320370,0,49,1,1,0,0,0,0,0,0,1,0,0
52,b0nshbm.xyz,14,0,,2,0,0,0,0,0,0,0,2,1,4093,23,1,100,1,0,0,2,0,0,1,0,0,0,1
20,13z2qijz27lq.org,24,0,,3,0,0,92,17,0,0,0,4,1,6274,23,1,69,0,1,0,5,0,0,0,1,0,0,1
14,jrd8n.net,24,0,,3,1,0,13,0,0,0,0,1,1,251,23,1,57,0,1,0,6,0,1,0,0,0,0,1
23,vvunpaugpfz4zvt.net,11,0,,2,1,0,35,0,0,0,1,4,1,2,23,1,0,0,0,3,0,0,0,1,0,0,0,1
28,7bidpi0lc53sdte.net,30,0,,3,0,0,0,0,0,0,0,5,1,4355,248136,1,49,1,0,0,2,0,1,1,0,0,0,1
50,zv24niw41z4ssg0.com,24,0,,3,2,0,40,0,0,0,0,1,1,7470,243476,1,0,1,0,1,2,0,0,0,0,0,0,1
30,gqtcy9.info,7,0,,2,0,0,3,9,0,0,0,1,1,2,23,1,70,1,1,0,3,0,0,0,1,0,0,1
98,0nnwyxdsvncq.info,32,0,,2,1,0,21,0,0,0,1,1,1,2,75500,1,87,0,1,2,0,0,0,0,0,0,0,1
17,014j0007rtrhnhj.com,7,0,,2,0,0,27,0,0,0,0,3,1,2067,128044,1,100,1,0,0,1,0,0,0,0,0,0,0
32,5umpy289m.info,36,0,,2,1,0,42,0,0,0,0,1,0,874,19345,1,96,1,1,0,0,0,0,1,0,1,0,0
31,8nid4q7u4.xyz,16,0,,3,1,0,6,0,0,0,0,5,1,4556,99583,0,37,0,0,0,3,0,0,0,0,1,0,0
25,imfntj79gjejki8.net,26,0,,3,1,0,9,5,0,0,0,3,0,2856,179350,1,100,1,1,0,3,0,0,1,0,0,0,1
39,6wvyntrae.info,28,0,,2,1,0,58,11,0,0,0,1,1,575,23,1,100,0,0,0,0,0,0,1,0,0,0,1
53,s6o21mm6tfnuz.xyz,30,0,,3,0,0,29,0,0,0,0,1,0,3820,23,1,3,1,1,0,0,0,0,0,0,0,0,0
80,9efjlhc3mzm.org,16,0,,2,0,0,0,11,0,0,0,1,0,4775,90479,1,59,0,1,0,0,0,0,0,0,0,0,0
14,5obccf.net,15,0,,3,0,0,0,0,0,0,0,1,1,616,23,1,100,1,1,2,0,0,0,1,1,1,0,0
17,wk6q3bw4p.biz,13,0,,2,1,0,26,7,0,0,0,7,1,3223,321922,1,81,1,0,0,4,0,0,0,0,0,0,0
19,vtc6253rw7n.biz,17,0,,3,2,0,28,0,0,0,1,5,1,817,23,1,23,1,1,0,0,0,0,0,0,1,1,0
66,jtpder.org,24,0,,2,1,0,10,0,0,0,0,1,1,1691,23,1,19,0,0,1,0,0,1,0,0,0,0,0
22,9g71ezzk.xyz,27,0,,2,0,0,16,0,0,0,0,5,1,2,23,1,73,1,0,0,0,0,0,1,0,0,0,0
14,3c0nod6i.xyz,11,0,,3,0,0,38,6,0,0,0,3,1,402,143133,1,60,0,1,0,0,0,1,1,1,0,0,1
37,0p33m.com,26,0,,2,0,0,0,20,0,0,0,5,1,4564,23,1,100,1,0,0,0,0,1,1,0,1,0,1
33,or14mcn30dazw.net,33,0,,3,1,0,73,3,0,0,0,2,1,284,92059,1,0,1,1,0,5,0,0,1,0,0,0,1
41,vv8cfgkvtd61.info,26,0,,3,1,0,28,6,0,0,0,3,0,2,23,1,0,1,0,1,0,0,0,1,0,0,1,1
14,f92pz1vxcfuo0gz.biz,19,0,,3,1,0,36,2,0,0,0,1,1,3347,23,1,72,1,0,0,0,0,1,1,0,0,0,0
93,4bl2l7.net,13,0,,2,0,0,56,0,0,0,0,3,0,2,320221,1,10,1,0,1,6,0,0,0,1,0,0,0
24,bux52fyefy7cie.xyz,28,0,,2,0,0,8,0,0,0,0,1,1,4161,23,1,69,0,1,1,0,0,0,1,0,0,0,1
28,zqb3wari2lxwv7.info,15,0,,2,0,0,3,3,0,0,1,1,1,652,77812,1,100,0,0,2,4,0,0,1,0,0,0,1
14,y8jwigt8.info,5,0,,2,1,0,0,15,0,0,0,1,1,4333,23,1,81,1,0,2,0,0,0,0,0,0,0,1
14,p8euad2.xyz,30,0,,2,2,0,11,8,0,0,0,1,1,2,433660,1,17,0,0,0,0,1,1,0,0,1,0,0
14,px76wmimw2bo9i.net,34,0,,3,0,0,21,6,0,0,0,2,1,2,23,1,68,1,0,1,1,0,0,0,0,0,0,1
21,q4tsvtnislswx.biz,19,0,,2,1,0,8,1,0,0,0,2,0,1819,23,1,38,0,0,0,0,0,1,0,0,0,0,1
14,uysf46c4ixh.info,23,0,,2,1,1,8,0,0,0,0,1,1,2,23,1,40,0,0,2,0,0,1,0,0,1,0,0
104,c8l0s1.org,17,0,,3,1,0,0,0,0,0,0,2,1,3664,358023,1,71,1,0,2,2,0,1,0,0,1,0,1
14,0jcueqepht4.xyz,13,0,,2,2,0,0,4,0,0,0,2,1,2497,123166,1,0,1,0,0,4,0,0,1,1,0,0,0
14,lx4oqx2vogd9rf.org,39,0,,2,1,0,8,7,0,0,0,8,1,5863,5477,0,76,0,0,0,3,0,0,0,0,1,0,0
21,10jyuv71fc29b.info,11,0,,3,1,0,33,0,0,0,0,1,0,841,16641,0,51,1,1,2,2,0,1,1,1,0,0,1
57,97jxs2ug.info,6,0,,3,1,0,1,2,0,0,0,1,0,2,23,1,1,0,0,0,0,1,1,1,1,0,0,1
21,g57jcnby.info,15,0,,2,0,0,17,14,0,0,0,4,1,2,180257,1,1,1,1,1,0,0,0,0,0,1,0,1
57,tkuixvs44nsy.info,9,0,,2,2,0,0,0,0,0,0,4,1,2,212855,1,45,1,0,0,1,0,0,0,0,0,0,1
14,s50gajbc7k.org,33,0,,3,1,0,0,4,0,0,0,1,1,326,23,1,0,1,0,0,0,0,1,0,0,1,0,0
37,ftqn5l13.org,13,0,,2,0,0,0,3,0,0,0,2,1,2,240705,1,91,1,0,0,0,0,0,1,0,0,0,1
93,8go1offwgrasci.org,28,0,,2,0,0,16,12,0,0,0,1,1,1172,112508,1,87,0,0,0,0,0,0,1,1,0,0,1
14,e39cdxcg8c358qe.info,20,0,,2,1,0,8,8,0,0,1,1,1,2,89780,1,71,1,0,1,2,1,0,1,0,1,0,0
49,pb9zihl.biz,22,0,,2,1,0,39,0,0,0,0,7,0,2203,236593,1,0,0,1,1,0,0,0,1,0,0,0,1
42,vv8hh2o.com,29,0,,3,1,0,3,4,0,0,0,2,1,2689,23,1,48,1,0,0,2,1,1,0,0,1,0,1
14,3iuwoht.xyz,21,0,,2,1,0,0,0,0,0,0,1,1,101,23,1,69,0,0,0,0,0,0,1,0,0,0,1
15,2qxco0w.xyz,39,0,,2,0,0,59,0,0,0,0,1,0,3531,94373,1,0,1,0,1,4,0,1,1,0,0,0,0
73,vqavvvtm.net,23,0,,2,1,0,19,0,0,0,0,1,1,2,208105,1,43,1,0,2,4,0,0,0,1,0,0,1
39,ay3o88ztp.biz,4,0,,2,0,0,18,5,0,0,0,5,1,2529,64571,1,77,1,0,1,0,0,0,0,0,0,0,0
14,qlpnr5a5.xyz,29,0,,3,0,0,0,4,0,0,0,1,0,2,183006,0,55,1,0,0,6,0,0,0,0,0,0,0
58,z3yzg4ms.xyz,26,0,,2,2,0,38,4,0,0,0,3,1,1326,23,1,14,1,1,0,1,0,0,0,0,0,0,0
18,2xgrkm2yxkqf9.info,19,0,,2,0,0,31,0,0,0,0,7,1,2,52247,1,26,1,0,0,0,0,0,0,0,1,0,1
47,ro6nxcqmpo.biz,24,0,,2,2,0,11,0,0,0,0,1,1,5020,308103,1,0,0,1,0,0,1,0,0,0,0,0,0
47,rd13fbwv288bih.xyz,17,0,,2,1,0,3,0,0,0,0,2,1,5320,23,1,33,0,0,0,1,0,0,1,0,1,0,0
14,8f1wzw.xyz,18,0,,3,0,0,0,0,0,0,0,5,1,2692,238458,0,77,1,1,0,0,0,1,0,0,0,0,0
61,1b1x7r2avs.com,31,0,,2,0,0,0,0,0,0,0,1,1,2,121287,1,70,0,0,0,0,0,0,0,0,0,0,1
14,wlie9ozhdrxz2.biz,26,0,,2,0,0,31,6,0,0,1,1,1,800,23,1,77,1,1,1,1,0,0,1,0,0,0,0
14,nsw0n7sp2lxb.net,23,0,,3,0,0,27,0,0,0,0,1,1,2,11484,1,37,1,0,0,2,0,1,0,0,0,0,0
14,kh212pys1wsqtcm.net,13,0,,3,1,0,15,0,1,0,0,1,0,2488,23,1,100,1,0,2,0,0,0,0,0,0,0,0
23,g90gme6sklcu4y1.com,22,0,,2,0,0,7,3,0,0,0,3,1,167,249334,1,3,0,1,0,7,0,1,0,0,0,0,1
38,m4ybcnfe.xyz,36,0,,3,1,0,18,1,0,0,0,6,0,1055,23,1,33,0,0,0,0,0,1,0,0,1,0,1
14,gyiwtkow1l8rr2z.xyz,30,0,,2,0,0,30,11,0,0,0,8,1,2,23,1,18,1,0,0,3,1,0,0,0,0,0,0
60,kye75h3qlce.info,25,0,,2,1,0,65,8,0,0,0,1,0,3205,23,1,0,1,0,0,2,0,1,1,0,0,0,1
